"Host","Parasite","ParasiteFull"
"Antilocapra americana","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Atherurus africanus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Axis axis","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bison bison","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Blastocerus dichotomus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bos ","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bos indicus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bos indicus domesticus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bos poephagus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bos sondaicus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bos taurus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bos taurus primigenius hungaricus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bos (Poephagus) grunniens","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Bubalus bubalis","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Camelus dromedarius","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Capra ","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Capra hircus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Capra ibex","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Capra pyrenaica","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Capreolus capreolus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Capreolus capreolus capreolus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Cavia porcellus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Cephalophus natalensis","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Cervus axis","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Cervus dama","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Cervus dichotomus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Cervus duvauceli","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Cervus elaphus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Cervus nippon","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Cervus unicolor","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Connochaetes taurinus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Dama dama","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Damaliscus lunatus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Gazella soemmeringi","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Gazella spekei","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Giraffa cameleopardus angolensis","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Hemitragus hylocrius","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Hippotragus niger","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Hippotragus niger niger","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Homo sapiens","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Kobus ellipsiprymnus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Kobus leche kafuensis","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Lama glama","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Madoqua saltiana","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Meriones unguiculatus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Muntiacus muntjak","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Muntiacus reevesii","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Mus musculus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Odocoileus hemionus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Odocoileus hemionus columbianus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Odocoileus hemionus fulginatus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Odocoileus virginianus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Oryx beisa","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Ovibos moschatus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Ovis ","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Ovis aries","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Ovis canadensis","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Ovis musimon","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Pelea capreolus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Raphicerus capensis capricornis","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Raphicerus sharpei colonicus","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Redunca arundinum","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Redunca redunca","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Rupicapra pyrenaica pyrenaica","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Rupicapra rupicapra","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Sus scrofa","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Sus scrofa domestica","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Sylvicapra grimmia","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Syncerus caffer","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Syncerus caffer caffer","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Taurotragus oryx livingstoni","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Wallagonia attu","Haemonchus contortus","Haemonchus contortus (Rudolphi, 1803)"
"Ovis aries","Haemonchus cortortus","Haemonchus cortortus X placei"
"(Mammals) ","Haemonchus placei","Haemonchus placei (Place, 1893)"
"(Ruminant) ","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Antilocapra americana","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Bison bonasus","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Bos indicus","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Bos indicus domesticus","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Bos mutus","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Bos taurus","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Camelus dromedarius","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Capra hircus","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Capreolus capreolus","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Hemitragus hylocrius","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Odocoileus virginianus","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Ovibos moschatus","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Ovis aries","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Ovis canadensis","Haemonchus placei","Haemonchus placei (Place, 1893)"
"Tragelaphus strepsiceros","Haemonchus placei","Haemonchus placei (Place, 1893)"
"(Ruminant) ","Haemonchus placei","Haemonchus placei africanus Guidici, Cabaret & Durett-Desset, 1999"
"(Ruminant) ","Haemonchus placei","Haemonchus placei argentinensis Guidici, Cabaret & Durette-Desset, 1999"
"Bos taurus","Haemonchus placei","Haemonchus placei argentinensis Guidici, Cabaret & Durette-Desset, 1999"
"(Ruminant) ","Haemonchus placei","Haemonchus placei placei (Place, 1893)"
"(Coleoptera) ","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"(Insect) ","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Blatella germanica","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Blatta orientalis","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Epilampra sp.","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Eurycotis lacernata","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Eurycotis opaca","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Gromphadorhina portentosa","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Hormetica scrobiculata","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Hormetica sp.","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Osteopilus septentrionalis","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Periplaneta americana","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Periplaneta australasiae","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Petasodes mouffeti","Hammerschmidtiella Hammerschmidt","Hammerschmidtiella diesingi (Hammerschmidt)"
"Ameiurus nebulosus","Haplobothrium globuliforme","Haplobothrium globuliforme Cooper, 1914"
"Amia calva","Haplobothrium globuliforme","Haplobothrium globuliforme Cooper, 1914"
"Alectoris chukar","Hartertia gallinarum","Hartertia gallinarum (Theiler, 1919)"
"Alectoris graeca","Hartertia gallinarum","Hartertia gallinarum (Theiler, 1919)"
"(Birds) ","Hartertia obesa","Hartertia obesa Seurat, 1915"
"(Reptiles) ","Hartertia obesa","Hartertia obesa Seurat, 1915"
"Alectoris barbara","Hartertia obesa","Hartertia obesa Seurat, 1915"
"Alectoris chukar","Hartertia obesa","Hartertia obesa Seurat, 1915"
"Anacanthoternes turkestanicus","Hartertia obesa","Hartertia obesa Seurat, 1915"
"Coturnix coturnix","Hartertia obesa","Hartertia obesa Seurat, 1915"
"Perdix perdix","Hartertia obesa","Hartertia obesa Seurat, 1915"
"Oryzomys couesi","Hassalstrongylus musculi","Hassalstrongylus musculi (Dikmans, 1935)"
"Oryzomys fulvescens","Hassalstrongylus musculi","Hassalstrongylus musculi (Dikmans, 1935)"
"Oryzomys melanotis","Hassalstrongylus musculi","Hassalstrongylus musculi (Dikmans, 1935)"
"Oryzomys palustris","Hassalstrongylus musculi","Hassalstrongylus musculi (Dikmans, 1935)"
"(Reptiles) ","Hedruris androphora","Hedruris androphora Nitzsch, 1821"
"Anguilla anguilla","Hedruris androphora","Hedruris androphora Nitzsch, 1821"
"Bombina bombina","Hedruris androphora","Hedruris androphora Nitzsch, 1821"
"Natrix natrix","Hedruris androphora","Hedruris androphora Nitzsch, 1821"
"Triton cristatus","Hedruris androphora","Hedruris androphora Nitzsch, 1821"
"Triton exiguus","Hedruris androphora","Hedruris androphora Nitzsch, 1821"
"Triturus cristatus","Hedruris androphora","Hedruris androphora Nitzsch, 1821"
"Triturus vulgaris","Hedruris androphora","Hedruris androphora Nitzsch, 1821"
"Anguilla anguilla","Hedruris spinigera","Hedruris spinigera Baylis, 1931"
"Anguilla australis","Hedruris spinigera","Hedruris spinigera Baylis, 1931"
"Anguilla dieffenbachii","Hedruris spinigera","Hedruris spinigera Baylis, 1931"
"Anguilla reinhardti","Hedruris spinigera","Hedruris spinigera Baylis, 1931"
"Galaxias maculatus","Hedruris spinigera","Hedruris spinigera Baylis, 1931"
"Oncorhynchus mykiss","Hedruris spinigera","Hedruris spinigera Baylis, 1931"
"Oncorhynchus tshawytscha","Hedruris spinigera","Hedruris spinigera Baylis, 1931"
"Retropinna retropinna","Hedruris spinigera","Hedruris spinigera Baylis, 1931"
"Salmo trutta","Hedruris spinigera","Hedruris spinigera Baylis, 1931"
"Apodemus argenteus","Heligmosomoides kurilensis","Heligmosomoides kurilensis (Nadtochii, 1966)"
"Apodemus speciosus","Heligmosomoides kurilensis","Heligmosomoides kurilensis (Nadtochii, 1966)"
"Apodemus spp.","Heligmosomoides kurilensis","Heligmosomoides kurilensis (Nadtochii, 1966)"
"Apodemus argenteus","Heligmosomoides kurilensis","Heligmosomoides kurilensis kobayashii"
"Apodemus peninsulae","Heligmosomoides kurilensis","Heligmosomoides kurilensis kobayashii"
"Apodemus speciosus","Heligmosomoides kurilensis","Heligmosomoides kurilensis kobayashii"
"(Arvicolidae) ","Heligmosomoides laevis","Heligmosomoides laevis (Dujardin, 1845)"
"Apodemus flavicollis","Heligmosomoides laevis","Heligmosomoides laevis (Dujardin, 1845)"
"Apodemus sylvaticus","Heligmosomoides laevis","Heligmosomoides laevis (Dujardin, 1845)"
"Arvicola sapidus","Heligmosomoides laevis","Heligmosomoides laevis (Dujardin, 1845)"
"Arvicola terrestris","Heligmosomoides laevis","Heligmosomoides laevis (Dujardin, 1845)"
"Chionomys nivalis","Heligmosomoides laevis","Heligmosomoides laevis (Dujardin, 1845)"
"Clethrionomys glareolus","Heligmosomoides laevis","Heligmosomoides laevis (Dujardin, 1845)"
"Microtus ","Heligmosomoides laevis","Heligmosomoides laevis (Dujardin, 1845)"
